bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,_id.oid,createDate.date,dateScanned.date,finishedDate.date,modifyDate.date,pointsAwardedDate.date,purchaseDate.date,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,rewardsReceiptItemList_pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,BCPEANUTBUTTER,3.79,3.79,,1035,,1.0,,,,,,,,,,,,,,,3.79,BCPEANUTBUTTER,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,JACKLINKSORIGINA,5.99,5.99,,1036,,1.0,,,,,,,,,,,,,,,5.99,JACKLINKSORIGINA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,TROLLISOU,6.98,6.98,,1037,,1.0,,,,,,,,,,,,,,,6.98,TROLLISOU,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,KRAFTVELVEETASHE,5.99,5.99,,1038,,1.0,,,,,,,,,,,,,,,5.99,KRAFTVELVEETASHE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,511111802358,CRACKER BARREL,28.14,28.14,,1039,,1.0,,,,,,,559c2234e4b06aca36af13c6,,559c2234e4b06aca36af13c6,,,,CRACKER BARREL,,28.14,CRCKRBRL,,,140.7,,False,,,,,CRACKER BARREL CHEESE - CHUNK
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,DRBITGUM,6.45,6.45,,1041,,1.0,,,,,,,,,,,,,,,6.45,DRBITGUM,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,CHEEZITCRCKR,6.49,6.49,,1042,,1.0,,,,,,,,,,,,,,,6.49,CHEEZITCRCKR,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,SUNSHINEC,4.98,4.98,,1043,,1.0,,,,,,,,,,,,,,,4.98,SUNSHINEC,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,025500202310,Folgers Gourmet Selections Coffee - Classic Roast,9.99,9.99,,1044,,1.0,,,,,,,,SWISS MISS CAFÉ,5e825d64f221c312e698a62a,,,,FOLGERS,GEVALIA KAFFE KEURIG COFFEE PODS,9.99,FOLGERS COFFCLSC,,,,,True,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,FOLGERS COFFEE,9.99,9.99,,1045,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,FOLGERS,MAXWELL HOUSE GROUND COFFEE,9.99,FOLGERS COFFEE,,,,,True,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,PLNTRCASHEWS33OZ,14.99,14.99,,1047,,1.0,,,,,,,,,,,,,,,14.99,PLNTRCASHEWS33OZ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,KLLGOFUNPACKCRL,4.99,4.99,,1051,,1.0,,,,,,,,,,,,,,,4.99,KLLGOFUNPACKCRL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,FRUITYSNACKS,5.99,5.99,,1054,,1.0,,,,,,,,,,,,,,,5.99,FRUITYSNACKS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,PRGUSORGCRISPS,2.99,2.99,,1055,,1.0,,,,,,,,,,,,,,,2.99,PRGUSORGCRISPS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,PRINGLES CRISPS,2.99,2.99,,1056,,1.0,,,,,,,,,,,,,PRINGLES,,2.99,PRINGLES CRISPS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,KLLGG S CEREAL,4.99,4.99,,1057,,1.0,,,,,,,,,,,,,KELLOGG'S,,4.99,KLLGG S CEREAL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,MARTINELLI,4.98,4.98,,1058,,1.0,,,,,,,,,,,,,MARTINELLI'S,,4.98,MARTINELLI,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,MARTINELLISSPARKL,2.49,2.49,,1059,,1.0,,,,,,,,,,,,,,,2.49,MARTINELLISSPARKL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,WISHBONERUSSIAN,3.29,3.29,,1060,,1.0,,,,,,,,,,,,,,,3.29,WISHBONERUSSIAN,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,BRASWELLDRSSNGVIL,5.49,5.49,,1063,,1.0,,,,,,,,,,,,,,,5.49,BRASWELLDRSSNGVIL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,048001213517,BST FDS SPRD MYNS JAR 30 FL OZ,4.28,4.28,,1065,,1.0,,,,,,,,BEST FOODS MAYONNAISE,559c2234e4b06aca36af13c6,,,,HELLMANN'S/BEST FOODS,,4.28,BEST FOODS,,,,,,,,,,BEST FOODS MAYONNAISE
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,CMPBLCRM,1.98,1.98,,1067,,1.0,,,,,,,,,,,,,,,1.98,CMPBLCRM,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,MCGRILLMATES,1.99,1.99,,1069,,1.0,,,,,,,,,,,,,MCCORMICK GRILL MATES,A.1. DRY RUB,1.99,MCGRILLMATES,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,NNCE,3.97,3.97,,1073,,1.0,,,,,,,,,,,,,,,3.97,NNCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,LEGO71029,4.99,4.99,,1074,,1.0,,,,,,,,,,,,,,,4.99,LEGO71029,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,LEGO 71029,4.99,4.99,,1075,,1.0,,,,,,,,,,,,,,,4.99,LEGO 71029,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,BENJERRYSI,3.49,3.49,,1084,,1.0,,,,,,,,,,,,,,,3.49,BENJERRYSI,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,076840400218,BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212,3.49,3.49,,1085,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,3.49,BEN JERRYSI,,,34.9,,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,076840400218,BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212,3.49,3.49,,1086,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,3.49,BEN JERRYSI,,,34.9,,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,076840400218,BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212,4.49,4.49,,1087,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,4.49,BEN JERRYSI,,,44.9,,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,076840400218,BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212,3.49,3.49,,1089,,1.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,3.49,BEN JERRYSI,,,34.9,,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,100 STO BABYSPR,5.99,5.99,,1118,,1.0,,,,,,,,,,,,,,,5.99,100 STO BABYSPR,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,101 LEGO 71029,4.99,4.99,,1119,,1.0,,,,,,,,,,,,,,,4.99,101 LEGO 71029,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,102 PCJAMIE PANEL,23.99,23.99,,1120,,1.0,,,,,,,,,,,,,,,23.99,102 PCJAMIE PANEL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,103 PCJAMIE PANEL,23.99,23.99,,1121,,1.0,,,,,,,,,,,,,,,23.99,103 PCJAMIE PANEL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,104 SFOW,3.05,3.05,,1122,,1.0,,,,,,,,,,,,,,,3.05,104 SFOW,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,IOS MYLIFEAS,8.87,8.87,,1123,,1.0,,,,,,,,,,,,,,,8.87,IOS MYLIFEAS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,TO6 LEGO 30554,4.97,4.97,,1124,,1.0,,,,,,,,,,,,,,,4.97,TO6 LEGO 30554,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,107 LEGO 30554,4.97,4.97,,1125,,1.0,,,,,,,,,,,,,,,4.97,107 LEGO 30554,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,IO8 REINFRCMENT,1.93,1.93,,1126,,1.0,,,,,,,,,,,,,,,1.93,IO8 REINFRCMENT,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,130 196 MILK,3.79,3.79,,1131,,1.0,,,,,,,,,,,,,,,3.79,130 196 MILK,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,Apple Juice,3.38,3.38,,1132,,1.0,,,,,,,,,,,,,,,3.38,131 APPLEJUICE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,132 CHEESESAUCE,2.34,2.34,,1133,,1.0,,,,,,,,,,,,,,,2.34,132 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,133 CHEESESAUCE,2.34,2.34,,1134,,1.0,,,,,,,,,,,,,,,2.34,133 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,134 CHEESESAUCE,2.34,2.34,,1135,,1.0,,,,,,,,,,,,,,,2.34,134 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,135 CHEESESAUCE,2.34,2.34,,1136,,1.0,,,,,,,,,,,,,,,2.34,135 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,136 CHEESESAUCE,2.34,2.34,,1137,,1.0,,,,,,,,,,,,,,,2.34,136 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,137 CHEESESAUCE,2.34,2.34,,1138,,1.0,,,,,,,,,,,,,,,2.34,137 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,138 CHEESESAUCE,2.34,2.34,,1139,,1.0,,,,,,,,,,,,,,,2.34,138 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,139 CHEESESAUCE,2.34,2.34,,1140,,1.0,,,,,,,,,,,,,,,2.34,139 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,140 CVVEESE SAUCE,2.34,2.34,,1141,,1.0,,,,,,,,,,,,,,,2.34,140 CVVEESE SAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,141 CHEESESAUCE,2.34,2.34,,1142,,1.0,,,,,,,,,,,,,,,2.34,141 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,142 CHEESESAUCE,2.34,2.34,,1143,,1.0,,,,,,,,,,,,,,,2.34,142 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,143 CHEESESAUCE,2.34,2.34,,1144,,1.0,,,,,,,,,,,,,,,2.34,143 CHEESESAUCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,144 10X103D PL,12.62,12.62,,1145,,1.0,,,,,,,,,,,,,,,12.62,144 10X103D PL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,14S CRAFTS,12.62,12.62,,1146,,1.0,,,,,,,,,,,,,,,12.62,14S CRAFTS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,146 MS LRGRLNG,45.86,45.86,,1147,,1.0,,,,,,,,,,,,,,,45.86,146 MS LRGRLNG,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,100% Vegetable Juice,3.49,3.49,,1156,,1.0,,,,,,,,,,,,,,,3.49,262 V81009 VEG JCE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,263 V81009 VE,6.98,6.98,,1157,,1.0,,,,,,,,,,,,,,,6.98,263 V81009 VE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,264 MARGARITA,1.52,1.52,,1158,,1.0,,,,,,,,,,,,,,,1.52,264 MARGARITA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1135.1,196.0,FINISHED,944.15,600a1ddf50b33111943851a2,600a1e270a720f0535000009,1611275815000,1611275815000,1611276492000.0,1611276595000,1611276492000.0,1611187200000.0,,265 PAGASARIGATONI,0.19,0.19,,1159,,1.0,,,,,,,,,,,,,,,0.19,265 PAGASARIGATONI,,,,,,,,,,
